chr	trf2_DES	random_DES
chrX	0.0	95.0
chrX	534.0	0.0
chrX	0.0	61.0
chrX	40.0	28.0
chrX	0.0	0.0
chrX	47.0	13.0
chrX	0.0	1281.0
chrX	2238.0	2.0
chrX	7142.0	0.0
chrX	0.0	32.0
chrX	3030.0	0.0
chrX	47.0	0.0
chrX	4211.0	4.0
chrX	166.0	0.0
chrX	9.0	0.0
chrX	0.0	0.0
chrX	0.0	887.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	2.0	9.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	387.0
chrX	15.0	0.0
chrX	0.0	11.0
chrX	0.0	100.0
chrX	0.0	42.0
chrX	26.0	17.0
chrX	60.0	0.0
chrX	394.0	13.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	15.0	0.0
chrX	0.0	289.0
chrX	0.0	0.0
chrX	29.0	15.0
chrX	0.0	0.0
chrX	81.0	0.0
chrX	0.0	0.0
chrX	0.0	230.0
chrX	0.0	0.0
chrX	0.0	288.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	20.0	1708.0
chrX	27.0	0.0
chrX	0.0	0.0
chrX	30.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	75.0
chrX	0.0	32.0
chrX	0.0	0.0
chrX	479.0	375.0
chrX	874.0	0.0
chrX	49.0	0.0
chrX	27.0	0.0
chrX	3294.0	180.0
chrX	0.0	0.0
chrX	590.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	2219.0
chrX	353.0	592.0
chrX	13.0	0.0
chrX	15.0	0.0
chrX	0.0	0.0
chrX	0.0	7.0
chrX	23.0	0.0
chrX	0.0	0.0
chrX	0.0	368.0
chrX	76.0	0.0
chrX	0.0	0.0
chrX	16.0	0.0
chrX	11.0	1.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	334.0	0.0
chrX	0.0	0.0
chrX	0.0	15.0
chrX	138.0	11.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	9.0	0.0
chrX	0.0	15.0
chrX	27.0	0.0
chrX	26.0	0.0
chrX	0.0	0.0
chrX	441.0	0.0
chrX	0.0	67.0
chrX	0.0	0.0
chrX	687.0	0.0
chrX	0.0	0.0
chrX	5.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	12.0
chrX	0.0	0.0
chrX	0.0	14.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	13.0
chrX	0.0	0.0
chrX	0.0	23.0
chrX	0.0	0.0
chrX	1.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	97.0	0.0
chrX	13.0	412.0
chrX	12.0	0.0
chrX	0.0	0.0
chrX	0.0	59.0
chrX	0.0	0.0
chrX	41.0	48.0
chrX	72.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	2655.0
chrX	0.0	240.0
chrX	0.0	0.0
chrX	0.0	10.0
chrX	14.0	0.0
chrX	25.0	0.0
chrX	0.0	56.0
chrX	0.0	12.0
chrX	0.0	194.0
chrX	17.0	0.0
chrX	24.0	343.0
chrX	0.0	0.0
chrX	0.0	98.0
chrX	0.0	24.0
chrX	0.0	0.0
chrX	30.0	0.0
chrX	0.0	11.0
chrX	2.0	0.0
chrX	9.0	0.0
chrX	0.0	0.0
chrX	192.0	0.0
chrX	311.0	0.0
chrX	135.0	0.0
chrX	364.0	200.0
chrX	0.0	10.0
chrX	0.0	0.0
chrX	153.0	0.0
chrX	0.0	0.0
chrX	63.0	0.0
chrX	1.0	20.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	48.0
chrX	0.0	0.0
chrX	16.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	40.0
chrX	0.0	11.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	1.0	902.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	2202.0	22.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	152.0	0.0
chrX	0.0	168.0
chrX	0.0	0.0
chrX	52.0	0.0
chrX	11.0	0.0
chrX	0.0	38.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	282.0	403.0
chrX	0.0	0.0
chrX	24.0	16388.0
chrX	0.0	0.0
chrX	0.0	10.0
chrX	27.0	16.0
chrX	0.0	358.0
chrX	12.0	0.0
chrX	0.0	0.0
chrX	0.0	86.0
chrX	63.0	0.0
chrX	22.0	666.0
chrX	156.0	55.0
chrX	0.0	100.0
chrX	0.0	35.0
chrX	267.0	0.0
chrX	40.0	0.0
chrX	0.0	120.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	43.0
chrX	0.0	0.0
chrX	1247.0	9.0
chrX	0.0	0.0
chrX	0.0	14.0
chrX	0.0	0.0
chrX	0.0	41.0
chrX	390.0	387.0
chrX	86.0	0.0
chrX	7.0	0.0
chrX	32.0	0.0
chrX	14.0	0.0
chrX	272.0	0.0
chrX	507.0	11.0
chrX	107.0	11.0
chrX	79.0	0.0
chrX	54.0	0.0
chrX	518.0	0.0
chrX	0.0	0.0
chrX	34.0	3.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	24.0	62.0
chrX	107.0	0.0
chrX	0.0	0.0
chrX	9.0	0.0
chrX	0.0	0.0
chrX	13.0	0.0
chrX	14.0	156.0
chrX	0.0	11.0
chrX	0.0	0.0
chrX	11.0	778.0
chrX	0.0	278.0
chrX	0.0	0.0
chrX	0.0	140.0
chrX	62.0	0.0
chrX	0.0	10.0
chrX	11.0	227.0
chrX	142.0	90.0
chrX	0.0	21.0
chrX	0.0	2398.0
chrX	0.0	223.0
chrX	55.0	471.0
chrX	297.0	0.0
chrX	0.0	0.0
chrX	31.0	29.0
chrX	0.0	0.0
chrX	46.0	0.0
chrX	0.0	0.0
chrX	83.0	0.0
chrX	0.0	0.0
chrX	204.0	0.0
chrX	0.0	71.0
chrX	441.0	0.0
chrX	792.0	0.0
chrX	31.0	0.0
chrX	62.0	0.0
chrX	1213.0	0.0
chrX	43.0	0.0
chrX	218.0	0.0
chrX	127.0	597.0
chrX	412.0	0.0
chrX	0.0	0.0
chrX	0.0	54.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	119.0	18.0
chrX	0.0	17.0
chrX	14.0	5385.0
chrX	0.0	0.0
chrX	442.0	2128.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	739.0
chrX	1270.0	0.0
chrX	125.0	3147.0
chrX	4815.0	0.0
chrX	56.0	15134.0
chrX	9.0	0.0
chrX	23.0	12.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	23.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	86.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	2.0
chrX	0.0	0.0
chrX	172.0	12.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	39.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	20.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	70.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	13.0
chrX	0.0	9.0
chrX	0.0	91.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	3699.0	0.0
chrX	0.0	0.0
chrX	65.0	0.0
chrX	185.0	20.0
chrX	307.0	0.0
chrX	93.0	0.0
chrX	27.0	0.0
chrX	0.0	10.0
chrX	0.0	19.0
chrX	10.0	96.0
chrX	0.0	536.0
chrX	0.0	0.0
chrX	16.0	0.0
chrX	0.0	0.0
chrX	14.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	433.0
chrX	613.0	0.0
chrX	0.0	0.0
chrX	3.0	720.0
chrX	0.0	0.0
chrX	12.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	22.0	0.0
chrX	31.0	0.0
chrX	0.0	84.0
chrX	0.0	0.0
chrX	52.0	30.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	50.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	12.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	1189.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	3.0
chrX	0.0	23.0
chrX	0.0	23.0
chrX	0.0	26.0
chrX	86.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	12.0
chrX	45.0	13.0
chrX	378.0	0.0
chrX	0.0	9.0
chrX	0.0	55.0
chrX	0.0	0.0
chrX	0.0	141.0
chrX	0.0	11.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	1603.0	69.0
chrX	0.0	45.0
chrX	361.0	13.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	149.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	677.0	0.0
chrX	104.0	8.0
chrX	13.0	0.0
chrX	101.0	0.0
chrX	38.0	0.0
chrX	62.0	24.0
chrX	23.0	0.0
chrX	55.0	0.0
chrX	105.0	13.0
chrX	160.0	0.0
chrX	152.0	0.0
chrX	31.0	5884.0
chrX	0.0	0.0
chrX	1.0	0.0
chrX	0.0	0.0
chrX	0.0	7.0
chrX	2395.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	611.0	0.0
chrX	717.0	0.0
chrX	1448.0	10.0
chrX	128.0	0.0
chrX	1027.0	0.0
chrX	217.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	252.0	0.0
chrX	0.0	0.0
chrX	520.0	0.0
chrX	34.0	0.0
chrX	117.0	0.0
chrX	0.0	1088.0
chrX	0.0	0.0
chrX	13.0	16.0
chrX	1586.0	425.0
chrX	0.0	118.0
chrX	0.0	0.0
chrX	0.0	1122.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	14.0	0.0
chrX	0.0	14.0
chrX	0.0	0.0
chrX	10.0	9.0
chrX	0.0	0.0
chrX	0.0	84.0
chrX	0.0	19.0
chrX	351.0	24.0
chrX	0.0	0.0
chrX	1056.0	0.0
chrX	35.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	308.0
chrX	1552.0	0.0
chrX	1.0	0.0
chrX	0.0	0.0
chrX	15.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	872.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	50.0	99.0
chrX	0.0	0.0
chrX	0.0	130.0
chrX	0.0	75.0
chrX	0.0	26.0
chrX	4.0	0.0
chrX	14.0	0.0
chrX	0.0	0.0
chrX	0.0	9.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	9.0
chrX	0.0	21.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	123.0
chrX	0.0	34.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	206.0
chrX	91.0	0.0
chrX	0.0	11.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	186.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	191.0
chrX	0.0	860.0
chrX	0.0	0.0
chrX	10.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	115.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	20.0
chrX	0.0	18.0
chrX	8.0	27.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	9.0	5.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	12.0	102.0
chrX	0.0	0.0
chrX	0.0	5.0
chrX	0.0	15.0
chrX	0.0	0.0
chrX	0.0	111.0
chrX	0.0	14.0
chrX	14.0	0.0
chrX	15.0	88.0
chrX	0.0	722.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	356.0
chrX	0.0	65.0
chrX	0.0	0.0
chrX	9.0	0.0
chrX	0.0	93.0
chrX	0.0	0.0
chrX	22.0	0.0
chrX	99.0	46.0
chrX	0.0	0.0
chrX	78.0	0.0
chrX	0.0	0.0
chrX	0.0	16.0
chrX	90.0	0.0
chrX	0.0	40.0
chrX	0.0	2092.0
chrX	15.0	0.0
chrX	0.0	28533.0
chrX	0.0	0.0
chrX	105.0	0.0
chrX	75.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	20.0	1.0
chrX	0.0	10.0
chrX	0.0	9.0
chrX	0.0	106.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	6.0	0.0
chrX	0.0	0.0
chrX	0.0	131.0
chrX	0.0	0.0
chrX	0.0	13.0
chrX	0.0	0.0
chrX	0.0	51.0
chrX	35.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	503.0	0.0
chrX	0.0	799.0
chrX	0.0	0.0
chrX	239.0	16.0
chrX	0.0	56.0
chrX	14.0	0.0
chrX	12.0	0.0
chrX	336.0	0.0
chrX	0.0	111.0
chrX	0.0	0.0
chrX	0.0	14.0
chrX	0.0	0.0
chrX	0.0	16.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	55.0	0.0
chrX	135.0	0.0
chrX	374.0	0.0
chrX	28.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	398.0	0.0
chrX	0.0	20.0
chrX	28.0	1791.0
chrX	70.0	12.0
chrX	0.0	393.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	23.0	89.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	4.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	1367.0	0.0
chrX	0.0	0.0
chrX	0.0	12.0
chrX	703.0	0.0
chrX	0.0	0.0
chrX	46.0	0.0
chrX	0.0	0.0
chrX	18.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	31.0
chrX	0.0	0.0
chrX	0.0	333.0
chrX	547.0	0.0
chrX	292.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	396.0	0.0
chrX	11.0	0.0
chrX	0.0	13.0
chrX	35.0	0.0
chrX	11411.0	0.0
chrX	0.0	0.0
chrX	23.0	0.0
chrX	345.0	0.0
chrX	1420.0	0.0
chrX	2728.0	0.0
chrX	0.0	0.0
chrX	17.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	29.0
chrX	0.0	0.0
chrX	2519.0	0.0
chrX	0.0	0.0
chrX	1131.0	0.0
chrX	0.0	3580.0
chrX	0.0	0.0
chrX	0.0	11.0
chrX	0.0	0.0
chrX	0.0	81.0
chrX	0.0	0.0
chrX	21.0	0.0
chrX	124.0	0.0
chrX	31.0	24.0
chrX	8058.0	10.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	94.0	0.0
chrX	668.0	0.0
chrX	538.0	8.0
chrX	148.0	0.0
chrX	1407.0	0.0
chrX	34.0	0.0
chrX	14.0	0.0
chrX	62.0	0.0
chrX	50.0	0.0
chrX	151.0	261.0
chrX	0.0	0.0
chrX	86.0	241.0
chrX	0.0	0.0
chrX	0.0	45.0
chrX	0.0	33.0
chrX	0.0	0.0
chrX	86.0	44.0
chrX	104.0	80.0
chrX	139.0	0.0
chrX	1.0	0.0
chrX	0.0	0.0
chrX	0.0	43.0
chrX	12.0	0.0
chrX	0.0	0.0
chrX	0.0	184.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	73.0	93.0
chrX	14.0	518.0
chrX	0.0	493.0
chrX	0.0	77.0
chrX	0.0	0.0
chrX	228.0	25.0
chrX	13.0	42.0
chrX	577.0	0.0
chrX	3459.0	0.0
chrX	205.0	101.0
chrX	0.0	36.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	404.0	0.0
chrX	0.0	12.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	9155.0
chrX	0.0	0.0
chrX	0.0	19.0
chrX	0.0	0.0
chrX	68.0	12.0
chrX	0.0	0.0
chrX	855.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	896.0	29060.0
chrX	13.0	27.0
chrX	0.0	0.0
chrX	15.0	0.0
chrX	0.0	0.0
chrX	115.0	0.0
chrX	0.0	0.0
chrX	11.0	47.0
chrX	12.0	0.0
chrX	28.0	0.0
chrX	79.0	0.0
chrX	387.0	0.0
chrX	717.0	27.0
chrX	70.0	3.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	11.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	2200.0	15.0
chrX	0.0	0.0
chrX	0.0	17.0
chrX	0.0	281.0
chrX	0.0	1197.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	40.0	0.0
chrX	0.0	18.0
chrX	0.0	1206.0
chrX	16.0	0.0
chrX	0.0	0.0
chrX	0.0	39.0
chrX	0.0	0.0
chrX	15.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	1111.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	503.0	0.0
chrX	68.0	0.0
chrX	34.0	0.0
chrX	3082.0	0.0
chrX	0.0	9618.0
chrX	11.0	0.0
chrX	30.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	124.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	2.0	3500.0
chrX	16.0	0.0
chrX	0.0	68.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	19.0	0.0
chrX	0.0	0.0
chrX	0.0	142.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	44.0
chrX	15.0	0.0
chrX	0.0	16.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	196.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	10.0
chrX	10.0	0.0
chrX	0.0	0.0
chrX	0.0	3726.0
chrX	0.0	0.0
chrX	9.0	0.0
chrX	10.0	0.0
chrX	67.0	0.0
chrX	0.0	0.0
chrX	238.0	126.0
chrX	55.0	0.0
chrX	0.0	0.0
chrX	23.0	85.0
chrX	81.0	0.0
chrX	667.0	0.0
chrX	126.0	45.0
chrX	0.0	0.0
chrX	62.0	0.0
chrX	53.0	0.0
chrX	150.0	0.0
chrX	0.0	0.0
chrX	31.0	0.0
chrX	26.0	0.0
chrX	202.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	46.0	0.0
chrX	16.0	0.0
chrX	8.0	10.0
chrX	83.0	0.0
chrX	39.0	258.0
chrX	0.0	0.0
chrX	786.0	74.0
chrX	1793.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	0.0	9.0
chrX	0.0	0.0
chrX	56.0	20.0
chrX	301.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	34.0	0.0
chrX	11.0	0.0
chrX	0.0	0.0
chrX	0.0	0.0
chrX	12.0	0.0
chrX	158.0	25.0
chrX	696.0	0.0
chrX	30.0	0.0
